Fecha diagnóstico;Edad;Medida;Valor;
09/10/2021;De 5 a 11 años; ;14;
09/10/2021;De 12 a 19 años; ;16;
09/10/2021;De 20 a 29 años; ;10;
09/10/2021;De 30 a 39 años; ;20;
09/10/2021;De 40 a 49 años; ;25;
09/10/2021;De 50 a 59 años; ;16;
09/10/2021;De 60 a 69 años; ;13;
09/10/2021;De 65 años; ;1;
09/10/2021;De 66 años; ;1;
09/10/2021;De 67 años; ;1;
09/10/2021;De 69 años; ;2;
09/10/2021;De 70 a 79 años; ;13;
09/10/2021;De 80 y más años; ;9;
08/10/2021;TOTAL; ;220;
08/10/2021;De 0 a 4 años; ;7;
08/10/2021;De 5 a 11 años; ;32;
08/10/2021;De 12 a 19 años; ;14;
08/10/2021;De 20 a 29 años; ;31;
08/10/2021;De 30 a 39 años; ;29;
08/10/2021;De 40 a 49 años; ;33;
08/10/2021;De 50 a 59 años; ;22;
08/10/2021;De 60 a 69 años; ;22;
08/10/2021;De 65 años; ;2;
08/10/2021;De 66 años; ;4;
08/10/2021;De 67 años; ;3;
08/10/2021;De 68 años; ;2;
08/10/2021;De 69 años; ;1;
08/10/2021;De 70 a 79 años; ;19;
08/10/2021;De 80 y más años; ;9;
07/10/2021;TOTAL; ;223;
07/10/2021;De 0 a 4 años; ;12;
07/10/2021;De 5 a 11 años; ;29;
07/10/2021;De 12 a 19 años; ;24;
07/10/2021;De 20 a 29 años; ;21;
07/10/2021;De 30 a 39 años; ;27;
07/10/2021;De 40 a 49 años; ;34;
07/10/2021;De 50 a 59 años; ;26;
07/10/2021;De 60 a 69 años; ;21;
07/10/2021;De 65 años; ;1;
07/10/2021;De 66 años; ;3;
07/10/2021;De 67 años; ;1;
07/10/2021;De 68 años; ;1;
07/10/2021;De 69 años; ;2;
07/10/2021;De 70 a 79 años; ;19;
07/10/2021;De 80 y más años; ;7;
06/10/2021;TOTAL; ;238;
06/10/2021;De 0 a 4 años; ;8;
06/10/2021;De 5 a 11 años; ;29;
06/10/2021;De 12 a 19 años; ;19;
06/10/2021;De 20 a 29 años; ;13;
06/10/2021;De 30 a 39 años; ;39;
06/10/2021;De 40 a 49 años; ;47;
06/10/2021;De 50 a 59 años; ;33;
06/10/2021;De 60 a 69 años; ;27;
06/10/2021;De 65 años; ;1;
06/10/2021;De 66 años; ;6;
06/10/2021;De 67 años; ;3;
06/10/2021;De 70 a 79 años; ;15;
06/10/2021;De 80 y más años; ;8;
05/10/2021;TOTAL; ;228;
05/10/2021;De 0 a 4 años; ;9;
05/10/2021;De 5 a 11 años; ;26;
05/10/2021;De 12 a 19 años; ;15;
05/10/2021;De 20 a 29 años; ;20;
05/10/2021;De 30 a 39 años; ;29;
05/10/2021;De 40 a 49 años; ;49;
05/10/2021;De 50 a 59 años; ;25;
05/10/2021;De 60 a 69 años; ;28;
05/10/2021;De 65 años; ;3;
05/10/2021;De 66 años; ;2;
05/10/2021;De 68 años; ;1;
05/10/2021;De 69 años; ;2;
05/10/2021;De 70 a 79 años; ;15;
05/10/2021;De 80 y más años; ;12;
04/10/2021;TOTAL; ;202;
04/10/2021;De 0 a 4 años; ;9;
04/10/2021;De 5 a 11 años; ;13;
04/10/2021;De 12 a 19 años; ;18;
04/10/2021;De 20 a 29 años; ;23;
04/10/2021;De 30 a 39 años; ;35;
04/10/2021;De 40 a 49 años; ;35;
04/10/2021;De 50 a 59 años; ;30;
04/10/2021;De 60 a 69 años; ;20;
04/10/2021;De 66 años; ;3;
04/10/2021;De 67 años; ;3;
04/10/2021;De 69 años; ;2;
04/10/2021;De 70 a 79 años; ;10;
04/10/2021;De 80 y más años; ;9;
03/10/2021;TOTAL; ;87;
03/10/2021;De 0 a 4 años; ;7;
03/10/2021;De 5 a 11 años; ;6;
03/10/2021;De 12 a 19 años; ;1;
03/10/2021;De 20 a 29 años; ;8;
03/10/2021;De 30 a 39 años; ;13;
03/10/2021;De 40 a 49 años; ;18;
03/10/2021;De 50 a 59 años; ;12;
03/10/2021;De 60 a 69 años; ;13;
03/10/2021;De 65 años; ;3;
03/10/2021;De 67 años; ;2;
03/10/2021;De 68 años; ;2;
03/10/2021;De 70 a 79 años; ;5;
03/10/2021;De 80 y más años; ;4;
02/10/2021;TOTAL; ;167;
02/10/2021;De 0 a 4 años; ;10;
02/10/2021;De 5 a 11 años; ;16;
02/10/2021;De 12 a 19 años; ;10;
02/10/2021;De 20 a 29 años; ;13;
02/10/2021;De 30 a 39 años; ;25;
02/10/2021;De 40 a 49 años; ;30;
02/10/2021;De 50 a 59 años; ;25;
02/10/2021;De 60 a 69 años; ;19;
02/10/2021;De 65 años; ;2;
02/10/2021;De 66 años; ;2;
02/10/2021;De 67 años; ;2;
02/10/2021;De 68 años; ;1;
02/10/2021;De 70 a 79 años; ;13;
02/10/2021;De 80 y más años; ;6;
01/10/2021;TOTAL; ;232;
01/10/2021;De 0 a 4 años; ;8;
01/10/2021;De 5 a 11 años; ;18;
01/10/2021;De 12 a 19 años; ;18;
01/10/2021;De 20 a 29 años; ;30;
01/10/2021;De 30 a 39 años; ;39;
01/10/2021;De 40 a 49 años; ;41;
01/10/2021;De 50 a 59 años; ;30;
01/10/2021;De 60 a 69 años; ;25;
01/10/2021;De 65 años; ;2;
01/10/2021;De 66 años; ;2;
01/10/2021;De 68 años; ;6;
01/10/2021;De 69 años; ;1;
01/10/2021;De 70 a 79 años; ;18;
01/10/2021;De 80 y más años; ;5;
30/09/2021;TOTAL; ;239;
30/09/2021;De 0 a 4 años; ;14;
30/09/2021;De 5 a 11 años; ;36;
30/09/2021;De 12 a 19 años; ;13;
30/09/2021;De 20 a 29 años; ;33;
30/09/2021;De 30 a 39 años; ;27;
30/09/2021;De 40 a 49 años; ;47;
30/09/2021;De 50 a 59 años; ;25;
30/09/2021;De 60 a 69 años; ;16;
30/09/2021;De 65 años; ;2;
30/09/2021;De 67 años; ;2;
30/09/2021;De 68 años; ;3;
30/09/2021;De 70 a 79 años; ;16;
30/09/2021;De 80 y más años; ;12;
29/09/2021;TOTAL; ;258;
29/09/2021;De 0 a 4 años; ;19;
29/09/2021;De 5 a 11 años; ;55;
29/09/2021;De 12 a 19 años; ;22;
29/09/2021;De 20 a 29 años; ;35;
29/09/2021;De 30 a 39 años; ;30;
29/09/2021;De 40 a 49 años; ;28;
29/09/2021;De 50 a 59 años; ;24;
29/09/2021;De 60 a 69 años; ;21;
29/09/2021;De 65 años; ;1;
29/09/2021;De 66 años; ;1;
29/09/2021;De 67 años; ;2;
29/09/2021;De 68 años; ;2;
29/09/2021;De 69 años; ;2;
29/09/2021;De 70 a 79 años; ;17;
29/09/2021;De 80 y más años; ;7;
28/09/2021;TOTAL; ;369;
28/09/2021;De 0 a 4 años; ;22;
28/09/2021;De 5 a 11 años; ;40;
28/09/2021;De 12 a 19 años; ;25;
28/09/2021;De 20 a 29 años; ;47;
28/09/2021;De 30 a 39 años; ;52;
28/09/2021;De 40 a 49 años; ;67;
28/09/2021;De 50 a 59 años; ;42;
28/09/2021;De 60 a 69 años; ;35;
28/09/2021;De 65 años; ;2;
28/09/2021;De 66 años; ;2;
28/09/2021;De 67 años; ;7;
28/09/2021;De 68 años; ;3;
28/09/2021;De 69 años; ;3;
28/09/2021;De 70 a 79 años; ;22;
28/09/2021;De 80 y más años; ;17;
27/09/2021;TOTAL; ;270;
27/09/2021;De 0 a 4 años; ;14;
27/09/2021;De 5 a 11 años; ;31;
27/09/2021;De 12 a 19 años; ;15;
27/09/2021;De 20 a 29 años; ;16;
27/09/2021;De 30 a 39 años; ;38;
27/09/2021;De 40 a 49 años; ;47;
27/09/2021;De 50 a 59 años; ;37;
27/09/2021;De 60 a 69 años; ;16;
27/09/2021;De 65 años; ;2;
27/09/2021;De 66 años; ;1;
27/09/2021;De 67 años; ;2;
27/09/2021;De 68 años; ;2;
27/09/2021;De 70 a 79 años; ;20;
27/09/2021;De 80 y más años; ;36;
26/09/2021;TOTAL; ;75;
26/09/2021;De 0 a 4 años; ;6;
26/09/2021;De 5 a 11 años; ;6;
26/09/2021;De 12 a 19 años; ;8;
26/09/2021;De 20 a 29 años; ;15;
26/09/2021;De 30 a 39 años; ;10;
26/09/2021;De 40 a 49 años; ;10;
26/09/2021;De 50 a 59 años; ;3;
26/09/2021;De 60 a 69 años; ;6;
26/09/2021;De 66 años; ;1;
26/09/2021;De 68 años; ;1;
26/09/2021;De 70 a 79 años; ;5;
26/09/2021;De 80 y más años; ;6;
25/09/2021;TOTAL; ;195;
25/09/2021;De 0 a 4 años; ;14;
25/09/2021;De 5 a 11 años; ;30;
25/09/2021;De 12 a 19 años; ;11;
25/09/2021;De 20 a 29 años; ;21;
25/09/2021;De 30 a 39 años; ;31;
25/09/2021;De 40 a 49 años; ;38;
25/09/2021;De 50 a 59 años; ;16;
25/09/2021;De 60 a 69 años; ;16;
25/09/2021;De 67 años; ;3;
25/09/2021;De 68 años; ;1;
25/09/2021;De 69 años; ;1;
25/09/2021;De 70 a 79 años; ;10;
25/09/2021;De 80 y más años; ;8;
24/09/2021;TOTAL; ;406;
24/09/2021;De 0 a 4 años; ;35;
24/09/2021;De 5 a 11 años; ;58;
24/09/2021;De 12 a 19 años; ;26;
24/09/2021;De 20 a 29 años; ;48;
24/09/2021;De 30 a 39 años; ;62;
24/09/2021;De 40 a 49 años; ;65;
24/09/2021;De 50 a 59 años; ;40;
24/09/2021;De 60 a 69 años; ;35;
24/09/2021;De 65 años; ;4;
24/09/2021;De 66 años; ;4;
24/09/2021;De 67 años; ;2;
24/09/2021;De 68 años; ;4;
24/09/2021;De 69 años; ;2;
24/09/2021;De 70 a 79 años; ;22;
24/09/2021;De 80 y más años; ;15;
23/09/2021;TOTAL; ;356;
23/09/2021;De 0 a 4 años; ;26;
23/09/2021;De 5 a 11 años; ;60;
23/09/2021;De 12 a 19 años; ;29;
23/09/2021;De 20 a 29 años; ;28;
23/09/2021;De 30 a 39 años; ;54;
23/09/2021;De 40 a 49 años; ;49;
23/09/2021;De 50 a 59 años; ;43;
23/09/2021;De 60 a 69 años; ;34;
23/09/2021;De 65 años; ;5;
23/09/2021;De 69 años; ;5;
23/09/2021;De 70 a 79 años; ;22;
23/09/2021;De 80 y más años; ;11;
22/09/2021;TOTAL; ;405;
22/09/2021;De 0 a 4 años; ;22;
22/09/2021;De 5 a 11 años; ;61;
22/09/2021;De 12 a 19 años; ;22;
22/09/2021;De 20 a 29 años; ;47;
22/09/2021;De 30 a 39 años; ;67;
22/09/2021;De 40 a 49 años; ;61;
22/09/2021;De 50 a 59 años; ;38;
22/09/2021;De 60 a 69 años; ;31;
22/09/2021;De 65 años; ;3;
22/09/2021;De 66 años; ;4;
22/09/2021;De 67 años; ;2;
22/09/2021;De 68 años; ;2;
22/09/2021;De 69 años; ;2;
22/09/2021;De 70 a 79 años; ;28;
22/09/2021;De 80 y más años; ;26;
21/09/2021;TOTAL; ;463;
21/09/2021;De 0 a 4 años; ;47;
21/09/2021;De 5 a 11 años; ;67;
21/09/2021;De 12 a 19 años; ;30;
21/09/2021;De 20 a 29 años; ;44;
21/09/2021;De 30 a 39 años; ;70;
21/09/2021;De 40 a 49 años; ;67;
21/09/2021;De 50 a 59 años; ;57;
21/09/2021;De 60 a 69 años; ;48;
21/09/2021;De 65 años; ;5;
21/09/2021;De 66 años; ;5;
21/09/2021;De 67 años; ;3;
21/09/2021;De 68 años; ;1;
21/09/2021;De 69 años; ;3;
21/09/2021;De 70 a 79 años; ;23;
21/09/2021;De 80 y más años; ;10;
20/09/2021;TOTAL; ;356;
20/09/2021;De 0 a 4 años; ;34;
20/09/2021;De 5 a 11 años; ;37;
20/09/2021;De 12 a 19 años; ;21;
20/09/2021;De 20 a 29 años; ;29;
20/09/2021;De 30 a 39 años; ;70;
20/09/2021;De 40 a 49 años; ;50;
20/09/2021;De 50 a 59 años; ;48;
20/09/2021;De 60 a 69 años; ;28;
20/09/2021;De 65 años; ;2;
20/09/2021;De 66 años; ;3;
20/09/2021;De 67 años; ;2;
20/09/2021;De 68 años; ;1;
20/09/2021;De 69 años; ;7;
20/09/2021;De 70 a 79 años; ;21;
20/09/2021;De 80 y más años; ;18;
19/09/2021;TOTAL; ;125;
19/09/2021;De 0 a 4 años; ;8;
19/09/2021;De 5 a 11 años; ;13;
19/09/2021;De 12 a 19 años; ;7;
19/09/2021;De 20 a 29 años; ;17;
19/09/2021;De 30 a 39 años; ;19;
19/09/2021;De 40 a 49 años; ;23;
19/09/2021;De 50 a 59 años; ;16;
19/09/2021;De 60 a 69 años; ;9;
19/09/2021;De 65 años; ;1;
19/09/2021;De 67 años; ;2;
19/09/2021;De 68 años; ;1;
19/09/2021;De 69 años; ;1;
19/09/2021;De 70 a 79 años; ;7;
19/09/2021;De 80 y más años; ;6;
18/09/2021;TOTAL; ;214;
18/09/2021;De 0 a 4 años; ;16;
18/09/2021;De 5 a 11 años; ;26;
18/09/2021;De 12 a 19 años; ;11;
18/09/2021;De 20 a 29 años; ;16;
18/09/2021;De 30 a 39 años; ;38;
18/09/2021;De 40 a 49 años; ;40;
18/09/2021;De 50 a 59 años; ;24;
18/09/2021;De 60 a 69 años; ;17;
18/09/2021;De 65 años; ;4;
18/09/2021;De 66 años; ;1;
18/09/2021;De 67 años; ;1;
18/09/2021;De 69 años; ;1;
18/09/2021;De 70 a 79 años; ;17;
18/09/2021;De 80 y más años; ;9;
17/09/2021;TOTAL; ;521;
17/09/2021;De 0 a 4 años; ;44;
17/09/2021;De 5 a 11 años; ;47;
17/09/2021;De 12 a 19 años; ;31;
17/09/2021;De 20 a 29 años; ;75;
17/09/2021;De 30 a 39 años; ;72;
17/09/2021;De 40 a 49 años; ;74;
17/09/2021;De 50 a 59 años; ;64;
17/09/2021;De 60 a 69 años; ;49;
17/09/2021;De 65 años; ;2;
17/09/2021;De 66 años; ;8;
17/09/2021;De 67 años; ;4;
17/09/2021;De 68 años; ;4;
17/09/2021;De 69 años; ;3;
17/09/2021;De 70 a 79 años; ;38;
17/09/2021;De 80 y más años; ;27;
16/09/2021;TOTAL; ;480;
16/09/2021;De 0 a 4 años; ;37;
16/09/2021;De 5 a 11 años; ;71;
16/09/2021;De 12 a 19 años; ;39;
16/09/2021;De 20 a 29 años; ;49;
16/09/2021;De 30 a 39 años; ;54;
16/09/2021;De 40 a 49 años; ;79;
16/09/2021;De 50 a 59 años; ;57;
16/09/2021;De 60 a 69 años; ;39;
16/09/2021;De 65 años; ;1;
16/09/2021;De 66 años; ;1;
16/09/2021;De 67 años; ;2;
16/09/2021;De 68 años; ;4;
16/09/2021;De 69 años; ;2;
16/09/2021;De 70 a 79 años; ;24;
16/09/2021;De 80 y más años; ;31;
15/09/2021;TOTAL; ;459;
15/09/2021;De 0 a 4 años; ;33;
15/09/2021;De 5 a 11 años; ;45;
15/09/2021;De 12 a 19 años; ;33;
15/09/2021;De 20 a 29 años; ;41;
15/09/2021;De 30 a 39 años; ;73;
15/09/2021;De 40 a 49 años; ;82;
15/09/2021;De 50 a 59 años; ;49;
15/09/2021;De 60 a 69 años; ;40;
15/09/2021;De 65 años; ;3;
15/09/2021;De 66 años; ;4;
15/09/2021;De 67 años; ;5;
15/09/2021;De 68 años; ;5;
15/09/2021;De 69 años; ;4;
15/09/2021;De 70 a 79 años; ;42;
15/09/2021;De 80 y más años; ;21;
14/09/2021;TOTAL; ;592;
14/09/2021;De 0 a 4 años; ;43;
14/09/2021;De 5 a 11 años; ;75;
14/09/2021;De 12 a 19 años; ;40;
14/09/2021;De 20 a 29 años; ;46;
14/09/2021;De 30 a 39 años; ;72;
14/09/2021;De 40 a 49 años; ;115;
14/09/2021;De 50 a 59 años; ;77;
14/09/2021;De 60 a 69 años; ;65;
14/09/2021;De 65 años; ;6;
14/09/2021;De 66 años; ;5;
14/09/2021;De 67 años; ;4;
14/09/2021;De 68 años; ;5;
14/09/2021;De 69 años; ;5;
14/09/2021;De 70 a 79 años; ;35;
14/09/2021;De 80 y más años; ;24;
13/09/2021;TOTAL; ;472;
13/09/2021;De 0 a 4 años; ;35;
13/09/2021;De 5 a 11 años; ;57;
13/09/2021;De 12 a 19 años; ;32;
13/09/2021;De 20 a 29 años; ;44;
13/09/2021;De 30 a 39 años; ;66;
13/09/2021;De 40 a 49 años; ;78;
13/09/2021;De 50 a 59 años; ;54;
13/09/2021;De 60 a 69 años; ;40;
13/09/2021;De 65 años; ;1;
13/09/2021;De 66 años; ;3;
13/09/2021;De 67 años; ;4;
13/09/2021;De 68 años; ;2;
13/09/2021;De 69 años; ;4;
13/09/2021;De 70 a 79 años; ;40;
13/09/2021;De 80 y más años; ;26;
12/09/2021;TOTAL; ;207;
12/09/2021;De 0 a 4 años; ;18;
12/09/2021;De 5 a 11 años; ;13;
12/09/2021;De 12 a 19 años; ;10;
12/09/2021;De 20 a 29 años; ;32;
12/09/2021;De 30 a 39 años; ;25;
12/09/2021;De 40 a 49 años; ;33;
12/09/2021;De 50 a 59 años; ;26;
12/09/2021;De 60 a 69 años; ;22;
12/09/2021;De 65 años; ;2;
12/09/2021;De 66 años; ;2;
12/09/2021;De 67 años; ;3;
12/09/2021;De 68 años; ;2;
12/09/2021;De 69 años; ;1;
12/09/2021;De 70 a 79 años; ;14;
12/09/2021;De 80 y más años; ;14;
11/09/2021;TOTAL; ;302;
11/09/2021;De 0 a 4 años; ;21;
11/09/2021;De 5 a 11 años; ;38;
11/09/2021;De 12 a 19 años; ;15;
11/09/2021;De 20 a 29 años; ;31;
11/09/2021;De 30 a 39 años; ;49;
11/09/2021;De 40 a 49 años; ;58;
11/09/2021;De 50 a 59 años; ;30;
11/09/2021;De 60 a 69 años; ;27;
11/09/2021;De 65 años; ;2;
11/09/2021;De 66 años; ;2;
11/09/2021;De 67 años; ;1;
11/09/2021;De 68 años; ;4;
11/09/2021;De 69 años; ;3;
11/09/2021;De 70 a 79 años; ;11;
11/09/2021;De 80 y más años; ;22;
10/09/2021;TOTAL; ;567;
10/09/2021;De 0 a 4 años; ;35;
10/09/2021;De 5 a 11 años; ;51;
10/09/2021;De 12 a 19 años; ;50;
10/09/2021;De 20 a 29 años; ;54;
10/09/2021;De 30 a 39 años; ;107;
10/09/2021;De 40 a 49 años; ;84;
10/09/2021;De 50 a 59 años; ;69;
10/09/2021;De 60 a 69 años; ;60;
10/09/2021;De 65 años; ;4;
10/09/2021;De 66 años; ;3;
10/09/2021;De 67 años; ;4;
10/09/2021;De 68 años; ;7;
10/09/2021;De 69 años; ;9;
10/09/2021;De 70 a 79 años; ;33;
10/09/2021;De 80 y más años; ;24;
09/09/2021;TOTAL; ;647;
09/09/2021;De 0 a 4 años; ;41;
09/09/2021;De 5 a 11 años; ;69;
09/09/2021;De 12 a 19 años; ;45;
09/09/2021;De 20 a 29 años; ;69;
09/09/2021;De 30 a 39 años; ;93;
09/09/2021;De 40 a 49 años; ;103;
09/09/2021;De 50 a 59 años; ;79;
09/09/2021;De 60 a 69 años; ;61;
09/09/2021;De 65 años; ;7;
09/09/2021;De 66 años; ;9;
09/09/2021;De 67 años; ;6;
09/09/2021;De 68 años; ;4;
09/09/2021;De 69 años; ;5;
09/09/2021;De 70 a 79 años; ;46;
09/09/2021;De 80 y más años; ;41;
08/09/2021;TOTAL; ;552;
08/09/2021;De 0 a 4 años; ;26;
08/09/2021;De 5 a 11 años; ;56;
08/09/2021;De 12 a 19 años; ;48;
08/09/2021;De 20 a 29 años; ;53;
08/09/2021;De 30 a 39 años; ;86;
08/09/2021;De 40 a 49 años; ;91;
08/09/2021;De 50 a 59 años; ;72;
08/09/2021;De 60 a 69 años; ;48;
08/09/2021;De 65 años; ;4;
08/09/2021;De 66 años; ;4;
08/09/2021;De 67 años; ;4;
08/09/2021;De 68 años; ;6;
08/09/2021;De 69 años; ;3;
08/09/2021;De 70 a 79 años; ;43;
08/09/2021;De 80 y más años; ;29;
07/09/2021;TOTAL; ;760;
07/09/2021;De 0 a 4 años; ;44;
07/09/2021;De 5 a 11 años; ;74;
07/09/2021;De 12 a 19 años; ;77;
07/09/2021;De 20 a 29 años; ;74;
07/09/2021;De 30 a 39 años; ;107;
07/09/2021;De 40 a 49 años; ;121;
07/09/2021;De 50 a 59 años; ;87;
07/09/2021;De 60 a 69 años; ;70;
07/09/2021;De 65 años; ;7;
07/09/2021;De 66 años; ;7;
07/09/2021;De 67 años; ;11;
07/09/2021;De 68 años; ;6;
07/09/2021;De 69 años; ;1;
07/09/2021;De 70 a 79 años; ;51;
07/09/2021;De 80 y más años; ;53;
06/09/2021;TOTAL; ;580;
06/09/2021;De 0 a 4 años; ;33;
06/09/2021;De 5 a 11 años; ;65;
06/09/2021;De 12 a 19 años; ;45;
06/09/2021;De 20 a 29 años; ;66;
06/09/2021;De 30 a 39 años; ;85;
06/09/2021;De 40 a 49 años; ;101;
06/09/2021;De 50 a 59 años; ;74;
06/09/2021;De 60 a 69 años; ;49;
06/09/2021;De 65 años; ;6;
06/09/2021;De 66 años; ;2;
06/09/2021;De 67 años; ;5;
06/09/2021;De 68 años; ;5;
06/09/2021;De 69 años; ;2;
06/09/2021;De 70 a 79 años; ;35;
06/09/2021;De 80 y más años; ;27;
05/09/2021;TOTAL; ;270;
05/09/2021;De 0 a 4 años; ;10;
05/09/2021;De 5 a 11 años; ;16;
05/09/2021;De 12 a 19 años; ;23;
05/09/2021;De 20 a 29 años; ;44;
05/09/2021;De 30 a 39 años; ;47;
05/09/2021;De 40 a 49 años; ;45;
05/09/2021;De 50 a 59 años; ;27;
05/09/2021;De 60 a 69 años; ;22;
05/09/2021;De 65 años; ;3;
05/09/2021;De 66 años; ;6;
05/09/2021;De 67 años; ;1;
05/09/2021;De 68 años; ;2;
05/09/2021;De 69 años; ;1;
05/09/2021;De 70 a 79 años; ;17;
05/09/2021;De 80 y más años; ;19;
04/09/2021;TOTAL; ;483;
04/09/2021;De 0 a 4 años; ;22;
04/09/2021;De 5 a 11 años; ;57;
04/09/2021;De 12 a 19 años; ;52;
04/09/2021;De 20 a 29 años; ;49;
04/09/2021;De 30 a 39 años; ;65;
04/09/2021;De 40 a 49 años; ;77;
04/09/2021;De 50 a 59 años; ;58;
04/09/2021;De 60 a 69 años; ;47;
04/09/2021;De 65 años; ;7;
04/09/2021;De 66 años; ;7;
04/09/2021;De 67 años; ;6;
04/09/2021;De 69 años; ;2;
04/09/2021;De 70 a 79 años; ;28;
04/09/2021;De 80 y más años; ;28;
03/09/2021;TOTAL; ;792;
03/09/2021;De 0 a 4 años; ;36;
03/09/2021;De 5 a 11 años; ;84;
03/09/2021;De 12 a 19 años; ;80;
03/09/2021;De 20 a 29 años; ;95;
03/09/2021;De 30 a 39 años; ;109;
03/09/2021;De 40 a 49 años; ;135;
03/09/2021;De 50 a 59 años; ;105;
03/09/2021;De 60 a 69 años; ;67;
03/09/2021;De 65 años; ;7;
03/09/2021;De 66 años; ;7;
03/09/2021;De 67 años; ;3;
03/09/2021;De 68 años; ;5;
03/09/2021;De 69 años; ;4;
03/09/2021;De 70 a 79 años; ;50;
03/09/2021;De 80 y más años; ;31;
02/09/2021;TOTAL; ;883;
02/09/2021;De 0 a 4 años; ;43;
02/09/2021;De 5 a 11 años; ;101;
02/09/2021;De 12 a 19 años; ;102;
02/09/2021;De 20 a 29 años; ;126;
02/09/2021;De 30 a 39 años; ;111;
02/09/2021;De 40 a 49 años; ;120;
02/09/2021;De 50 a 59 años; ;95;
02/09/2021;De 60 a 69 años; ;85;
02/09/2021;De 65 años; ;8;
02/09/2021;De 66 años; ;7;
02/09/2021;De 67 años; ;8;
02/09/2021;De 68 años; ;10;
02/09/2021;De 69 años; ;5;
02/09/2021;De 70 a 79 años; ;54;
02/09/2021;De 80 y más años; ;46;
01/09/2021;TOTAL; ;1018;
01/09/2021;De 0 a 4 años; ;51;
01/09/2021;De 5 a 11 años; ;90;
01/09/2021;De 12 a 19 años; ;128;
01/09/2021;De 20 a 29 años; ;105;
01/09/2021;De 30 a 39 años; ;154;
01/09/2021;De 40 a 49 años; ;170;
01/09/2021;De 50 a 59 años; ;126;
01/09/2021;De 60 a 69 años; ;78;
01/09/2021;De 65 años; ;6;
01/09/2021;De 66 años; ;6;
01/09/2021;De 67 años; ;7;
01/09/2021;De 68 años; ;7;
01/09/2021;De 69 años; ;8;
01/09/2021;De 70 a 79 años; ;61;
01/09/2021;De 80 y más años; ;55;
31/08/2021;TOTAL; ;1303;
31/08/2021;De 0 a 4 años; ;55;
31/08/2021;De 5 a 11 años; ;116;
31/08/2021;De 12 a 19 años; ;142;
31/08/2021;De 20 a 29 años; ;173;
31/08/2021;De 30 a 39 años; ;189;
31/08/2021;De 40 a 49 años; ;195;
31/08/2021;De 50 a 59 años; ;166;
31/08/2021;De 60 a 69 años; ;112;
31/08/2021;De 65 años; ;7;
31/08/2021;De 66 años; ;15;
31/08/2021;De 67 años; ;12;
31/08/2021;De 68 años; ;5;
31/08/2021;De 69 años; ;7;
31/08/2021;De 70 a 79 años; ;76;
31/08/2021;De 80 y más años; ;79;
30/08/2021;TOTAL; ;859;
30/08/2021;De 0 a 4 años; ;26;
30/08/2021;De 5 a 11 años; ;84;
30/08/2021;De 12 a 19 años; ;98;
30/08/2021;De 20 a 29 años; ;114;
30/08/2021;De 30 a 39 años; ;122;
30/08/2021;De 40 a 49 años; ;129;
30/08/2021;De 50 a 59 años; ;94;
30/08/2021;De 60 a 69 años; ;77;
30/08/2021;De 65 años; ;6;
30/08/2021;De 66 años; ;10;
30/08/2021;De 67 años; ;6;
30/08/2021;De 68 años; ;6;
30/08/2021;De 69 años; ;8;
30/08/2021;De 70 a 79 años; ;63;
30/08/2021;De 80 y más años; ;52;
29/08/2021;TOTAL; ;346;
29/08/2021;De 0 a 4 años; ;10;
29/08/2021;De 5 a 11 años; ;35;
29/08/2021;De 12 a 19 años; ;28;
29/08/2021;De 20 a 29 años; ;37;
29/08/2021;De 30 a 39 años; ;54;
29/08/2021;De 40 a 49 años; ;59;
29/08/2021;De 50 a 59 años; ;43;
29/08/2021;De 60 a 69 años; ;32;
29/08/2021;De 65 años; ;5;
29/08/2021;De 66 años; ;5;
29/08/2021;De 67 años; ;2;
29/08/2021;De 68 años; ;2;
29/08/2021;De 70 a 79 años; ;20;
29/08/2021;De 80 y más años; ;28;
28/08/2021;TOTAL; ;736;
28/08/2021;De 0 a 4 años; ;45;
28/08/2021;De 5 a 11 años; ;65;
28/08/2021;De 12 a 19 años; ;110;
28/08/2021;De 20 a 29 años; ;86;
28/08/2021;De 30 a 39 años; ;90;
28/08/2021;De 40 a 49 años; ;120;
28/08/2021;De 50 a 59 años; ;74;
28/08/2021;De 60 a 69 años; ;59;
28/08/2021;De 65 años; ;5;
28/08/2021;De 66 años; ;7;
28/08/2021;De 67 años; ;3;
28/08/2021;De 68 años; ;8;
28/08/2021;De 69 años; ;3;
28/08/2021;De 70 a 79 años; ;48;
28/08/2021;De 80 y más años; ;39;
27/08/2021;TOTAL; ;1344;
27/08/2021;De 0 a 4 años; ;56;
27/08/2021;De 5 a 11 años; ;155;
27/08/2021;De 12 a 19 años; ;196;
27/08/2021;De 20 a 29 años; ;180;
27/08/2021;De 30 a 39 años; ;174;
27/08/2021;De 40 a 49 años; ;197;
27/08/2021;De 50 a 59 años; ;147;
27/08/2021;De 60 a 69 años; ;128;
27/08/2021;De 65 años; ;7;
27/08/2021;De 66 años; ;14;
27/08/2021;De 67 años; ;10;
27/08/2021;De 68 años; ;7;
27/08/2021;De 69 años; ;7;
27/08/2021;De 70 a 79 años; ;59;
27/08/2021;De 80 y más años; ;52;
26/08/2021;TOTAL; ;1428;
26/08/2021;De 0 a 4 años; ;94;
26/08/2021;De 5 a 11 años; ;151;
26/08/2021;De 12 a 19 años; ;183;
26/08/2021;De 20 a 29 años; ;190;
