Fecha diagnóstico;Edad;Medida;Valor;
19/09/2020;De 0 a 4 años; ;47;
19/09/2020;De 5 a 11 años; ;70;
19/09/2020;De 12 a 19 años; ;86;
19/09/2020;De 20 a 29 años; ;154;
19/09/2020;De 30 a 39 años; ;173;
19/09/2020;De 40 a 49 años; ;175;
19/09/2020;De 50 a 59 años; ;174;
19/09/2020;De 60 a 69 años; ;114;
19/09/2020;De 65 años; ;15;
19/09/2020;De 66 años; ;7;
19/09/2020;De 67 años; ;10;
19/09/2020;De 68 años; ;11;
19/09/2020;De 69 años; ;5;
19/09/2020;De 70 a 79 años; ;89;
19/09/2020;De 80 y más años; ;67;
18/09/2020;TOTAL; ;1620;
18/09/2020;De 0 a 4 años; ;62;
18/09/2020;De 5 a 11 años; ;111;
18/09/2020;De 12 a 19 años; ;129;
18/09/2020;De 20 a 29 años; ;264;
18/09/2020;De 30 a 39 años; ;232;
18/09/2020;De 40 a 49 años; ;248;
18/09/2020;De 50 a 59 años; ;211;
18/09/2020;De 60 a 69 años; ;169;
18/09/2020;De 65 años; ;13;
18/09/2020;De 66 años; ;13;
18/09/2020;De 67 años; ;15;
18/09/2020;De 68 años; ;21;
18/09/2020;De 69 años; ;12;
18/09/2020;De 70 a 79 años; ;94;
18/09/2020;De 80 y más años; ;100;
17/09/2020;TOTAL; ;1357;
17/09/2020;De 0 a 4 años; ;65;
17/09/2020;De 5 a 11 años; ;84;
17/09/2020;De 12 a 19 años; ;103;
17/09/2020;De 20 a 29 años; ;246;
17/09/2020;De 30 a 39 años; ;230;
17/09/2020;De 40 a 49 años; ;229;
17/09/2020;De 50 a 59 años; ;166;
17/09/2020;De 60 a 69 años; ;111;
17/09/2020;De 65 años; ;12;
17/09/2020;De 66 años; ;5;
17/09/2020;De 67 años; ;15;
17/09/2020;De 68 años; ;8;
17/09/2020;De 69 años; ;9;
17/09/2020;De 70 a 79 años; ;75;
17/09/2020;De 80 y más años; ;47;
16/09/2020;TOTAL; ;1503;
16/09/2020;De 0 a 4 años; ;49;
16/09/2020;De 5 a 11 años; ;75;
16/09/2020;De 12 a 19 años; ;91;
16/09/2020;De 20 a 29 años; ;212;
16/09/2020;De 30 a 39 años; ;228;
16/09/2020;De 40 a 49 años; ;280;
16/09/2020;De 50 a 59 años; ;238;
16/09/2020;De 60 a 69 años; ;133;
16/09/2020;De 65 años; ;12;
16/09/2020;De 66 años; ;6;
16/09/2020;De 67 años; ;9;
16/09/2020;De 68 años; ;7;
16/09/2020;De 69 años; ;9;
16/09/2020;De 70 a 79 años; ;102;
16/09/2020;De 80 y más años; ;95;
15/09/2020;TOTAL; ;1096;
15/09/2020;De 0 a 4 años; ;33;
15/09/2020;De 5 a 11 años; ;60;
15/09/2020;De 12 a 19 años; ;89;
15/09/2020;De 20 a 29 años; ;139;
15/09/2020;De 30 a 39 años; ;181;
15/09/2020;De 40 a 49 años; ;191;
15/09/2020;De 50 a 59 años; ;173;
15/09/2020;De 60 a 69 años; ;105;
15/09/2020;De 65 años; ;10;
15/09/2020;De 66 años; ;8;
15/09/2020;De 67 años; ;9;
15/09/2020;De 68 años; ;11;
15/09/2020;De 69 años; ;9;
15/09/2020;De 70 a 79 años; ;62;
15/09/2020;De 80 y más años; ;62;
14/09/2020;TOTAL; ;807;
14/09/2020;De 0 a 4 años; ;28;
14/09/2020;De 5 a 11 años; ;39;
14/09/2020;De 12 a 19 años; ;54;
14/09/2020;De 20 a 29 años; ;106;
14/09/2020;De 30 a 39 años; ;131;
14/09/2020;De 40 a 49 años; ;129;
14/09/2020;De 50 a 59 años; ;117;
14/09/2020;De 60 a 69 años; ;73;
14/09/2020;De 65 años; ;7;
14/09/2020;De 66 años; ;5;
14/09/2020;De 67 años; ;2;
14/09/2020;De 68 años; ;7;
14/09/2020;De 69 años; ;2;
14/09/2020;De 70 a 79 años; ;63;
14/09/2020;De 80 y más años; ;67;
13/09/2020;TOTAL; ;779;
13/09/2020;De 0 a 4 años; ;31;
13/09/2020;De 5 a 11 años; ;45;
13/09/2020;De 12 a 19 años; ;59;
13/09/2020;De 20 a 29 años; ;112;
13/09/2020;De 30 a 39 años; ;123;
13/09/2020;De 40 a 49 años; ;128;
13/09/2020;De 50 a 59 años; ;112;
13/09/2020;De 60 a 69 años; ;86;
13/09/2020;De 65 años; ;6;
13/09/2020;De 66 años; ;8;
13/09/2020;De 67 años; ;6;
13/09/2020;De 68 años; ;4;
13/09/2020;De 69 años; ;4;
13/09/2020;De 70 a 79 años; ;44;
13/09/2020;De 80 y más años; ;37;
12/09/2020;TOTAL; ;975;
12/09/2020;De 0 a 4 años; ;39;
12/09/2020;De 5 a 11 años; ;55;
12/09/2020;De 12 a 19 años; ;72;
12/09/2020;De 20 a 29 años; ;151;
12/09/2020;De 30 a 39 años; ;163;
12/09/2020;De 40 a 49 años; ;180;
12/09/2020;De 50 a 59 años; ;119;
12/09/2020;De 60 a 69 años; ;85;
12/09/2020;De 65 años; ;7;
12/09/2020;De 66 años; ;12;
12/09/2020;De 67 años; ;4;
12/09/2020;De 68 años; ;9;
12/09/2020;De 69 años; ;8;
12/09/2020;De 70 a 79 años; ;60;
12/09/2020;De 80 y más años; ;51;
11/09/2020;TOTAL; ;1548;
11/09/2020;De 0 a 4 años; ;58;
11/09/2020;De 5 a 11 años; ;82;
11/09/2020;De 12 a 19 años; ;118;
11/09/2020;De 20 a 29 años; ;194;
11/09/2020;De 30 a 39 años; ;247;
11/09/2020;De 40 a 49 años; ;233;
11/09/2020;De 50 a 59 años; ;229;
11/09/2020;De 60 a 69 años; ;156;
11/09/2020;De 65 años; ;8;
11/09/2020;De 66 años; ;15;
11/09/2020;De 67 años; ;25;
11/09/2020;De 68 años; ;12;
11/09/2020;De 69 años; ;12;
11/09/2020;De 70 a 79 años; ;106;
11/09/2020;De 80 y más años; ;123;
10/09/2020;TOTAL; ;1223;
10/09/2020;De 0 a 4 años; ;60;
10/09/2020;De 5 a 11 años; ;81;
10/09/2020;De 12 a 19 años; ;90;
10/09/2020;De 20 a 29 años; ;192;
10/09/2020;De 30 a 39 años; ;188;
10/09/2020;De 40 a 49 años; ;187;
10/09/2020;De 50 a 59 años; ;155;
10/09/2020;De 60 a 69 años; ;113;
10/09/2020;De 65 años; ;9;
10/09/2020;De 66 años; ;11;
10/09/2020;De 67 años; ;13;
10/09/2020;De 68 años; ;16;
10/09/2020;De 69 años; ;4;
10/09/2020;De 70 a 79 años; ;64;
10/09/2020;De 80 y más años; ;90;
09/09/2020;TOTAL; ;1378;
09/09/2020;De 0 a 4 años; ;41;
09/09/2020;De 5 a 11 años; ;66;
09/09/2020;De 12 a 19 años; ;96;
09/09/2020;De 20 a 29 años; ;218;
09/09/2020;De 30 a 39 años; ;222;
09/09/2020;De 40 a 49 años; ;251;
09/09/2020;De 50 a 59 años; ;212;
09/09/2020;De 60 a 69 años; ;143;
09/09/2020;De 65 años; ;9;
09/09/2020;De 66 años; ;13;
09/09/2020;De 67 años; ;14;
09/09/2020;De 68 años; ;15;
09/09/2020;De 69 años; ;5;
09/09/2020;De 70 a 79 años; ;75;
09/09/2020;De 80 y más años; ;53;
08/09/2020;TOTAL; ;996;
08/09/2020;De 0 a 4 años; ;24;
08/09/2020;De 5 a 11 años; ;43;
08/09/2020;De 12 a 19 años; ;80;
08/09/2020;De 20 a 29 años; ;149;
08/09/2020;De 30 a 39 años; ;173;
08/09/2020;De 40 a 49 años; ;179;
08/09/2020;De 50 a 59 años; ;157;
08/09/2020;De 60 a 69 años; ;90;
08/09/2020;De 65 años; ;11;
08/09/2020;De 66 años; ;8;
08/09/2020;De 67 años; ;7;
08/09/2020;De 68 años; ;7;
08/09/2020;De 69 años; ;9;
08/09/2020;De 70 a 79 años; ;53;
08/09/2020;De 80 y más años; ;48;
07/09/2020;TOTAL; ;753;
07/09/2020;De 0 a 4 años; ;27;
07/09/2020;De 5 a 11 años; ;36;
07/09/2020;De 12 a 19 años; ;38;
07/09/2020;De 20 a 29 años; ;110;
07/09/2020;De 30 a 39 años; ;121;
07/09/2020;De 40 a 49 años; ;143;
07/09/2020;De 50 a 59 años; ;109;
07/09/2020;De 60 a 69 años; ;81;
07/09/2020;De 65 años; ;9;
07/09/2020;De 66 años; ;9;
07/09/2020;De 67 años; ;5;
07/09/2020;De 68 años; ;5;
07/09/2020;De 69 años; ;8;
07/09/2020;De 70 a 79 años; ;41;
07/09/2020;De 80 y más años; ;46;
06/09/2020;TOTAL; ;808;
06/09/2020;De 0 a 4 años; ;22;
06/09/2020;De 5 a 11 años; ;32;
06/09/2020;De 12 a 19 años; ;50;
06/09/2020;De 20 a 29 años; ;120;
06/09/2020;De 30 a 39 años; ;128;
06/09/2020;De 40 a 49 años; ;118;
06/09/2020;De 50 a 59 años; ;108;
06/09/2020;De 60 a 69 años; ;70;
06/09/2020;De 65 años; ;8;
06/09/2020;De 66 años; ;12;
06/09/2020;De 67 años; ;5;
06/09/2020;De 68 años; ;4;
06/09/2020;De 69 años; ;6;
06/09/2020;De 70 a 79 años; ;64;
06/09/2020;De 80 y más años; ;95;
05/09/2020;TOTAL; ;1053;
05/09/2020;De 0 a 4 años; ;51;
05/09/2020;De 5 a 11 años; ;47;
05/09/2020;De 12 a 19 años; ;102;
05/09/2020;De 20 a 29 años; ;146;
05/09/2020;De 30 a 39 años; ;162;
05/09/2020;De 40 a 49 años; ;169;
05/09/2020;De 50 a 59 años; ;155;
05/09/2020;De 60 a 69 años; ;108;
05/09/2020;De 65 años; ;9;
05/09/2020;De 66 años; ;4;
05/09/2020;De 67 años; ;13;
05/09/2020;De 68 años; ;11;
05/09/2020;De 69 años; ;10;
05/09/2020;De 70 a 79 años; ;57;
05/09/2020;De 80 y más años; ;56;
04/09/2020;TOTAL; ;1479;
04/09/2020;De 0 a 4 años; ;45;
04/09/2020;De 5 a 11 años; ;67;
04/09/2020;De 12 a 19 años; ;119;
04/09/2020;De 20 a 29 años; ;233;
04/09/2020;De 30 a 39 años; ;259;
04/09/2020;De 40 a 49 años; ;254;
04/09/2020;De 50 a 59 años; ;213;
04/09/2020;De 60 a 69 años; ;133;
04/09/2020;De 65 años; ;17;
04/09/2020;De 66 años; ;12;
04/09/2020;De 67 años; ;11;
04/09/2020;De 68 años; ;13;
04/09/2020;De 69 años; ;15;
04/09/2020;De 70 a 79 años; ;77;
04/09/2020;De 80 y más años; ;79;
03/09/2020;TOTAL; ;1078;
03/09/2020;De 0 a 4 años; ;42;
03/09/2020;De 5 a 11 años; ;53;
03/09/2020;De 12 a 19 años; ;83;
03/09/2020;De 20 a 29 años; ;174;
03/09/2020;De 30 a 39 años; ;196;
03/09/2020;De 40 a 49 años; ;173;
03/09/2020;De 50 a 59 años; ;165;
03/09/2020;De 60 a 69 años; ;92;
03/09/2020;De 65 años; ;5;
03/09/2020;De 66 años; ;15;
03/09/2020;De 67 años; ;6;
03/09/2020;De 68 años; ;7;
03/09/2020;De 69 años; ;10;
03/09/2020;De 70 a 79 años; ;61;
03/09/2020;De 80 y más años; ;39;
02/09/2020;TOTAL; ;1143;
02/09/2020;De 0 a 4 años; ;38;
02/09/2020;De 5 a 11 años; ;43;
02/09/2020;De 12 a 19 años; ;77;
02/09/2020;De 20 a 29 años; ;215;
02/09/2020;De 30 a 39 años; ;187;
02/09/2020;De 40 a 49 años; ;198;
02/09/2020;De 50 a 59 años; ;172;
02/09/2020;De 60 a 69 años; ;114;
02/09/2020;De 65 años; ;14;
02/09/2020;De 66 años; ;9;
02/09/2020;De 67 años; ;13;
02/09/2020;De 68 años; ;10;
02/09/2020;De 69 años; ;7;
02/09/2020;De 70 a 79 años; ;56;
02/09/2020;De 80 y más años; ;43;
01/09/2020;TOTAL; ;1014;
01/09/2020;De 0 a 4 años; ;35;
01/09/2020;De 5 a 11 años; ;56;
01/09/2020;De 12 a 19 años; ;82;
01/09/2020;De 20 a 29 años; ;160;
01/09/2020;De 30 a 39 años; ;205;
01/09/2020;De 40 a 49 años; ;174;
01/09/2020;De 50 a 59 años; ;138;
01/09/2020;De 60 a 69 años; ;76;
01/09/2020;De 65 años; ;8;
01/09/2020;De 66 años; ;7;
01/09/2020;De 67 años; ;4;
01/09/2020;De 68 años; ;5;
01/09/2020;De 69 años; ;6;
01/09/2020;De 70 a 79 años; ;54;
01/09/2020;De 80 y más años; ;34;
31/08/2020;TOTAL; ;920;
31/08/2020;De 0 a 4 años; ;26;
31/08/2020;De 5 a 11 años; ;43;
31/08/2020;De 12 a 19 años; ;64;
31/08/2020;De 20 a 29 años; ;143;
31/08/2020;De 30 a 39 años; ;176;
31/08/2020;De 40 a 49 años; ;151;
31/08/2020;De 50 a 59 años; ;140;
31/08/2020;De 60 a 69 años; ;81;
31/08/2020;De 65 años; ;10;
31/08/2020;De 66 años; ;4;
31/08/2020;De 67 años; ;10;
31/08/2020;De 68 años; ;5;
31/08/2020;De 69 años; ;2;
31/08/2020;De 70 a 79 años; ;54;
31/08/2020;De 80 y más años; ;42;
30/08/2020;TOTAL; ;796;
30/08/2020;De 0 a 4 años; ;27;
30/08/2020;De 5 a 11 años; ;33;
30/08/2020;De 12 a 19 años; ;59;
30/08/2020;De 20 a 29 años; ;131;
30/08/2020;De 30 a 39 años; ;144;
30/08/2020;De 40 a 49 años; ;121;
30/08/2020;De 50 a 59 años; ;134;
30/08/2020;De 60 a 69 años; ;77;
30/08/2020;De 65 años; ;7;
30/08/2020;De 66 años; ;9;
30/08/2020;De 67 años; ;9;
30/08/2020;De 68 años; ;6;
30/08/2020;De 69 años; ;5;
30/08/2020;De 70 a 79 años; ;38;
30/08/2020;De 80 y más años; ;31;
29/08/2020;TOTAL; ;922;
29/08/2020;De 0 a 4 años; ;26;
29/08/2020;De 5 a 11 años; ;31;
29/08/2020;De 12 a 19 años; ;48;
29/08/2020;De 20 a 29 años; ;179;
29/08/2020;De 30 a 39 años; ;195;
29/08/2020;De 40 a 49 años; ;143;
29/08/2020;De 50 a 59 años; ;143;
29/08/2020;De 60 a 69 años; ;78;
29/08/2020;De 65 años; ;7;
29/08/2020;De 66 años; ;6;
29/08/2020;De 67 años; ;7;
29/08/2020;De 68 años; ;4;
29/08/2020;De 69 años; ;6;
29/08/2020;De 70 a 79 años; ;39;
29/08/2020;De 80 y más años; ;40;
28/08/2020;TOTAL; ;1103;
28/08/2020;De 0 a 4 años; ;24;
28/08/2020;De 5 a 11 años; ;45;
28/08/2020;De 12 a 19 años; ;83;
28/08/2020;De 20 a 29 años; ;234;
28/08/2020;De 30 a 39 años; ;221;
28/08/2020;De 40 a 49 años; ;187;
28/08/2020;De 50 a 59 años; ;143;
28/08/2020;De 60 a 69 años; ;83;
28/08/2020;De 65 años; ;7;
28/08/2020;De 66 años; ;8;
28/08/2020;De 67 años; ;7;
28/08/2020;De 68 años; ;9;
28/08/2020;De 69 años; ;8;
28/08/2020;De 70 a 79 años; ;52;
28/08/2020;De 80 y más años; ;31;
27/08/2020;TOTAL; ;1087;
27/08/2020;De 0 a 4 años; ;40;
27/08/2020;De 5 a 11 años; ;50;
27/08/2020;De 12 a 19 años; ;91;
27/08/2020;De 20 a 29 años; ;223;
27/08/2020;De 30 a 39 años; ;213;
27/08/2020;De 40 a 49 años; ;166;
27/08/2020;De 50 a 59 años; ;149;
27/08/2020;De 60 a 69 años; ;68;
27/08/2020;De 65 años; ;3;
27/08/2020;De 66 años; ;9;
27/08/2020;De 67 años; ;3;
27/08/2020;De 68 años; ;5;
27/08/2020;De 69 años; ;14;
27/08/2020;De 70 a 79 años; ;43;
27/08/2020;De 80 y más años; ;44;
26/08/2020;TOTAL; ;1047;
26/08/2020;De 0 a 4 años; ;26;
26/08/2020;De 5 a 11 años; ;42;
26/08/2020;De 12 a 19 años; ;70;
26/08/2020;De 20 a 29 años; ;236;
26/08/2020;De 30 a 39 años; ;216;
26/08/2020;De 40 a 49 años; ;186;
26/08/2020;De 50 a 59 años; ;130;
26/08/2020;De 60 a 69 años; ;72;
26/08/2020;De 65 años; ;5;
26/08/2020;De 66 años; ;5;
26/08/2020;De 67 años; ;5;
26/08/2020;De 68 años; ;7;
26/08/2020;De 69 años; ;2;
26/08/2020;De 70 a 79 años; ;42;
26/08/2020;De 80 y más años; ;26;
25/08/2020;TOTAL; ;852;
25/08/2020;De 0 a 4 años; ;23;
25/08/2020;De 5 a 11 años; ;26;
25/08/2020;De 12 a 19 años; ;56;
25/08/2020;De 20 a 29 años; ;173;
25/08/2020;De 30 a 39 años; ;174;
25/08/2020;De 40 a 49 años; ;147;
25/08/2020;De 50 a 59 años; ;103;
25/08/2020;De 60 a 69 años; ;82;
25/08/2020;De 65 años; ;6;
25/08/2020;De 66 años; ;2;
25/08/2020;De 67 años; ;8;
25/08/2020;De 68 años; ;7;
25/08/2020;De 69 años; ;3;
25/08/2020;De 70 a 79 años; ;33;
25/08/2020;De 80 y más años; ;30;
24/08/2020;TOTAL; ;618;
24/08/2020;De 0 a 4 años; ;13;
24/08/2020;De 5 a 11 años; ;23;
24/08/2020;De 12 a 19 años; ;47;
24/08/2020;De 20 a 29 años; ;137;
24/08/2020;De 30 a 39 años; ;111;
24/08/2020;De 40 a 49 años; ;108;
24/08/2020;De 50 a 59 años; ;85;
24/08/2020;De 60 a 69 años; ;50;
24/08/2020;De 65 años; ;6;
24/08/2020;De 66 años; ;7;
24/08/2020;De 67 años; ;5;
24/08/2020;De 68 años; ;6;
24/08/2020;De 69 años; ;3;
24/08/2020;De 70 a 79 años; ;20;
24/08/2020;De 80 y más años; ;22;
23/08/2020;TOTAL; ;710;
23/08/2020;De 0 a 4 años; ;29;
23/08/2020;De 5 a 11 años; ;23;
23/08/2020;De 12 a 19 años; ;52;
23/08/2020;De 20 a 29 años; ;142;
23/08/2020;De 30 a 39 años; ;140;
23/08/2020;De 40 a 49 años; ;113;
23/08/2020;De 50 a 59 años; ;100;
23/08/2020;De 60 a 69 años; ;55;
23/08/2020;De 65 años; ;3;
23/08/2020;De 66 años; ;5;
23/08/2020;De 67 años; ;3;
23/08/2020;De 68 años; ;6;
23/08/2020;De 69 años; ;5;
23/08/2020;De 70 a 79 años; ;22;
23/08/2020;De 80 y más años; ;33;
22/08/2020;TOTAL; ;729;
22/08/2020;De 0 a 4 años; ;17;
22/08/2020;De 5 a 11 años; ;30;
22/08/2020;De 12 a 19 años; ;55;
22/08/2020;De 20 a 29 años; ;177;
22/08/2020;De 30 a 39 años; ;155;
22/08/2020;De 40 a 49 años; ;117;
22/08/2020;De 50 a 59 años; ;91;
22/08/2020;De 60 a 69 años; ;50;
22/08/2020;De 65 años; ;2;
22/08/2020;De 66 años; ;9;
22/08/2020;De 67 años; ;2;
22/08/2020;De 68 años; ;7;
22/08/2020;De 69 años; ;2;
22/08/2020;De 70 a 79 años; ;20;
22/08/2020;De 80 y más años; ;15;
21/08/2020;TOTAL; ;779;
21/08/2020;De 0 a 4 años; ;27;
21/08/2020;De 5 a 11 años; ;25;
21/08/2020;De 12 a 19 años; ;58;
21/08/2020;De 20 a 29 años; ;191;
21/08/2020;De 30 a 39 años; ;172;
21/08/2020;De 40 a 49 años; ;112;
21/08/2020;De 50 a 59 años; ;91;
21/08/2020;De 60 a 69 años; ;64;
21/08/2020;De 65 años; ;4;
21/08/2020;De 66 años; ;3;
21/08/2020;De 67 años; ;6;
21/08/2020;De 68 años; ;6;
21/08/2020;De 69 años; ;2;
21/08/2020;De 70 a 79 años; ;22;
21/08/2020;De 80 y más años; ;15;
20/08/2020;TOTAL; ;759;
20/08/2020;De 0 a 4 años; ;9;
20/08/2020;De 5 a 11 años; ;27;
20/08/2020;De 12 a 19 años; ;60;
20/08/2020;De 20 a 29 años; ;196;
20/08/2020;De 30 a 39 años; ;151;
20/08/2020;De 40 a 49 años; ;114;
20/08/2020;De 50 a 59 años; ;100;
20/08/2020;De 60 a 69 años; ;55;
20/08/2020;De 65 años; ;8;
20/08/2020;De 66 años; ;2;
20/08/2020;De 67 años; ;2;
20/08/2020;De 68 años; ;8;
20/08/2020;De 69 años; ;2;
20/08/2020;De 70 a 79 años; ;24;
20/08/2020;De 80 y más años; ;21;
19/08/2020;TOTAL; ;744;
19/08/2020;De 0 a 4 años; ;14;
19/08/2020;De 5 a 11 años; ;26;
19/08/2020;De 12 a 19 años; ;64;
19/08/2020;De 20 a 29 años; ;173;
19/08/2020;De 30 a 39 años; ;159;
19/08/2020;De 40 a 49 años; ;120;
19/08/2020;De 50 a 59 años; ;83;
19/08/2020;De 60 a 69 años; ;64;
19/08/2020;De 65 años; ;4;
19/08/2020;De 66 años; ;5;
19/08/2020;De 67 años; ;4;
19/08/2020;De 68 años; ;3;
19/08/2020;De 69 años; ;6;
19/08/2020;De 70 a 79 años; ;27;
19/08/2020;De 80 y más años; ;13;
18/08/2020;TOTAL; ;655;
18/08/2020;De 0 a 4 años; ;24;
18/08/2020;De 5 a 11 años; ;28;
18/08/2020;De 12 a 19 años; ;45;
18/08/2020;De 20 a 29 años; ;171;
18/08/2020;De 30 a 39 años; ;111;
18/08/2020;De 40 a 49 años; ;93;
18/08/2020;De 50 a 59 años; ;95;
18/08/2020;De 60 a 69 años; ;48;
18/08/2020;De 65 años; ;5;
18/08/2020;De 66 años; ;3;
18/08/2020;De 67 años; ;6;
18/08/2020;De 68 años; ;4;
18/08/2020;De 69 años; ;2;
18/08/2020;De 70 a 79 años; ;19;
18/08/2020;De 80 y más años; ;21;
17/08/2020;TOTAL; ;540;
17/08/2020;De 0 a 4 años; ;19;
17/08/2020;De 5 a 11 años; ;20;
17/08/2020;De 12 a 19 años; ;41;
17/08/2020;De 20 a 29 años; ;123;
17/08/2020;De 30 a 39 años; ;126;
17/08/2020;De 40 a 49 años; ;90;
17/08/2020;De 50 a 59 años; ;55;
17/08/2020;De 60 a 69 años; ;36;
17/08/2020;De 65 años; ;5;
17/08/2020;De 66 años; ;1;
17/08/2020;De 67 años; ;1;
17/08/2020;De 68 años; ;3;
17/08/2020;De 69 años; ;5;
17/08/2020;De 70 a 79 años; ;19;
17/08/2020;De 80 y más años; ;8;
16/08/2020;TOTAL; ;400;
16/08/2020;De 0 a 4 años; ;14;
16/08/2020;De 5 a 11 años; ;18;
16/08/2020;De 12 a 19 años; ;26;
16/08/2020;De 20 a 29 años; ;98;
16/08/2020;De 30 a 39 años; ;88;
16/08/2020;De 40 a 49 años; ;52;
16/08/2020;De 50 a 59 años; ;43;
16/08/2020;De 60 a 69 años; ;30;
16/08/2020;De 65 años; ;4;
16/08/2020;De 66 años; ;6;
16/08/2020;De 67 años; ;2;
16/08/2020;De 68 años; ;5;
16/08/2020;De 69 años; ;2;
16/08/2020;De 70 a 79 años; ;15;
16/08/2020;De 80 y más años; ;16;
15/08/2020;TOTAL; ;589;
15/08/2020;De 0 a 4 años; ;17;
15/08/2020;De 5 a 11 años; ;22;
15/08/2020;De 12 a 19 años; ;59;
15/08/2020;De 20 a 29 años; ;144;
15/08/2020;De 30 a 39 años; ;129;
15/08/2020;De 40 a 49 años; ;80;
15/08/2020;De 50 a 59 años; ;69;
15/08/2020;De 60 a 69 años; ;39;
15/08/2020;De 65 años; ;5;
15/08/2020;De 66 años; ;3;
15/08/2020;De 67 años; ;3;
15/08/2020;De 68 años; ;3;
15/08/2020;De 69 años; ;4;
15/08/2020;De 70 a 79 años; ;16;
15/08/2020;De 80 y más años; ;14;
14/08/2020;TOTAL; ;691;
14/08/2020;De 0 a 4 años; ;19;
14/08/2020;De 5 a 11 años; ;20;
14/08/2020;De 12 a 19 años; ;56;
14/08/2020;De 20 a 29 años; ;187;
14/08/2020;De 30 a 39 años; ;143;
14/08/2020;De 40 a 49 años; ;105;
14/08/2020;De 50 a 59 años; ;88;
14/08/2020;De 60 a 69 años; ;41;
14/08/2020;De 65 años; ;3;
14/08/2020;De 66 años; ;3;
14/08/2020;De 67 años; ;6;
14/08/2020;De 68 años; ;2;
14/08/2020;De 69 años; ;3;
14/08/2020;De 70 a 79 años; ;19;
14/08/2020;De 80 y más años; ;13;
13/08/2020;TOTAL; ;599;
13/08/2020;De 0 a 4 años; ;13;
13/08/2020;De 5 a 11 años; ;19;
13/08/2020;De 12 a 19 años; ;32;
13/08/2020;De 20 a 29 años; ;145;
13/08/2020;De 30 a 39 años; ;113;
13/08/2020;De 40 a 49 años; ;82;
13/08/2020;De 50 a 59 años; ;74;
13/08/2020;De 60 a 69 años; ;42;
13/08/2020;De 65 años; ;4;
13/08/2020;De 66 años; ;4;
13/08/2020;De 67 años; ;1;
13/08/2020;De 68 años; ;8;
13/08/2020;De 69 años; ;2;
13/08/2020;De 70 a 79 años; ;20;
13/08/2020;De 80 y más años; ;58;
12/08/2020;TOTAL; ;564;
12/08/2020;De 0 a 4 años; ;12;
12/08/2020;De 5 a 11 años; ;19;
12/08/2020;De 12 a 19 años; ;52;
12/08/2020;De 20 a 29 años; ;151;
12/08/2020;De 30 a 39 años; ;110;
12/08/2020;De 40 a 49 años; ;100;
12/08/2020;De 50 a 59 años; ;57;
12/08/2020;De 60 a 69 años; ;28;
12/08/2020;De 65 años; ;5;
12/08/2020;De 66 años; ;3;
12/08/2020;De 67 años; ;2;
12/08/2020;De 68 años; ;2;
12/08/2020;De 69 años; ;1;
12/08/2020;De 70 a 79 años; ;14;
12/08/2020;De 80 y más años; ;17;
11/08/2020;TOTAL; ;464;
11/08/2020;De 0 a 4 años; ;16;
11/08/2020;De 5 a 11 años; ;24;
11/08/2020;De 12 a 19 años; ;36;
11/08/2020;De 20 a 29 años; ;111;
11/08/2020;De 30 a 39 años; ;91;
11/08/2020;De 40 a 49 años; ;73;
11/08/2020;De 50 a 59 años; ;66;
11/08/2020;De 60 a 69 años; ;25;
11/08/2020;De 65 años; ;3;
11/08/2020;De 66 años; ;1;
11/08/2020;De 67 años; ;2;
11/08/2020;De 68 años; ;1;
11/08/2020;De 69 años; ;1;
11/08/2020;De 70 a 79 años; ;16;
11/08/2020;De 80 y más años; ;6;
10/08/2020;TOTAL; ;263;
10/08/2020;De 0 a 4 años; ;8;
10/08/2020;De 5 a 11 años; ;14;
10/08/2020;De 12 a 19 años; ;20;
10/08/2020;De 20 a 29 años; ;82;
10/08/2020;De 30 a 39 años; ;47;
10/08/2020;De 40 a 49 años; ;39;
10/08/2020;De 50 a 59 años; ;21;
10/08/2020;De 60 a 69 años; ;20;
10/08/2020;De 65 años; ;3;
10/08/2020;De 66 años; ;1;
10/08/2020;De 67 años; ;1;
10/08/2020;De 68 años; ;3;
10/08/2020;De 69 años; ;1;
10/08/2020;De 70 a 79 años; ;7;
10/08/2020;De 80 y más años; ;5;
09/08/2020;TOTAL; ;258;
09/08/2020;De 0 a 4 años; ;5;
09/08/2020;De 5 a 11 años; ;6;
09/08/2020;De 12 a 19 años; ;25;
09/08/2020;De 20 a 29 años; ;76;
09/08/2020;De 30 a 39 años; ;43;
09/08/2020;De 40 a 49 años; ;37;
09/08/2020;De 50 a 59 años; ;30;
09/08/2020;De 60 a 69 años; ;19;
09/08/2020;De 65 años; ;3;
09/08/2020;De 67 años; ;1;
09/08/2020;De 68 años; ;1;
09/08/2020;De 69 años; ;1;
09/08/2020;De 70 a 79 años; ;10;
09/08/2020;De 80 y más años; ;7;
08/08/2020;TOTAL; ;346;
08/08/2020;De 0 a 4 años; ;19;
08/08/2020;De 5 a 11 años; ;18;
08/08/2020;De 12 a 19 años; ;25;
08/08/2020;De 20 a 29 años; ;96;
08/08/2020;De 30 a 39 años; ;74;
08/08/2020;De 40 a 49 años; ;41;
08/08/2020;De 50 a 59 años; ;36;
08/08/2020;De 60 a 69 años; ;17;
08/08/2020;De 65 años; ;2;
08/08/2020;De 67 años; ;2;
08/08/2020;De 68 años; ;1;
08/08/2020;De 69 años; ;2;
08/08/2020;De 70 a 79 años; ;10;
